,INSCRICAO,ENDEREÇO IMOVEL,CONTRIBUINTE,CLASSIFICACAO,BENEFICIO,geocode_result
264,723745-6,R PAT SAMUEL MUNGUBA 1000  RODOLFO TEÓFILO FORTALEZA - CE CEP:60430372,CONGREGACAO CRISTA NO BRASIL,Imunidade,Templos Religiosos,"[{'address_components': [{'long_name': '732', 'short_name': '732', 'types': ['street_number']}, {'long_name': 'Rua Pastor Samuel Munguba', 'short_name': 'R. Pastor Samuel Munguba', 'types': ['route']}, {'long_name': 'Rodolfo Teófilo', 'short_name': 'Rodolfo Teófilo', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Fortaleza', 'short_name': 'Fortaleza', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Ceará', 'short_name': 'CE', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Brazil', 'short_name': 'BR', 'types': ['country', 'political']}, {'long_name': '60430-375', 'short_name': '60430-375', 'types': ['postal_code']}], 'formatted_address': 'R. Pastor Samuel Munguba, 732 - Rodolfo Teófilo, Fortaleza - CE, 60430-375, Brazil', 'geometry': {'location': {'lat': -3.7458175, 'lng': -38.5478209}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': -3.744468519708498, 'lng': -38.5464719197085}, 'southwest': {'lat': -3.747166480291503, 'lng': -38.5491698802915}}}, 'place_id': 'ChIJW0iYrRRJxwcRRH4ou1RVdc0', 'plus_code': {'compound_code': '7F32+MV Rodolfo Teófilo, Fortaleza - State of Ceará, Brazil', 'global_code': '69837F32+MV'}, 'types': ['church', 'establishment', 'place_of_worship', 'point_of_interest']}]"
265,304203-0,R  CODO 125  JANGURUSSU FORTALEZA - CE CEP:60870430,CONGREGACAO CRISTA NO BRASIL,Imunidade,Templos Religiosos,"[{'address_components': [{'long_name': '125', 'short_name': '125', 'types': ['street_number']}, {'long_name': 'Rua Codó', 'short_name': 'R. Codó', 'types': ['route']}, {'long_name': 'Jangurussu', 'short_name': 'Jangurussu', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Fortaleza', 'short_name': 'Fortaleza', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Ceará', 'short_name': 'CE', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Brazil', 'short_name': 'BR', 'types': ['country', 'political']}, {'long_name': '60870-430', 'short_name': '60870-430', 'types': ['postal_code']}], 'formatted_address': 'R. Codó, 125 - Jangurussu, Fortaleza - CE, 60870-430, Brazil', 'geometry': {'location': {'lat': -3.847592, 'lng': -38.521463}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': -3.846243019708497, 'lng': -38.5201140197085}, 'southwest': {'lat': -3.848940980291502, 'lng': -38.5228119802915}}}, 'place_id': 'ChIJBTx8CzZQxwcRwNKOIeglgYs', 'plus_code': {'compound_code': '5F2H+XC Jangurussu, Fortaleza - State of Ceará, Brazil', 'global_code': '69835F2H+XC'}, 'types': ['street_address']}]"
266,8668-1,R PAT SAMUEL MUNGUBA 1000  A RODOLFO TEÓFILO FORTALEZA - CE CEP:60430372,CONGREGACAO CRISTA NO BRASIL,Imunidade,Templos Religiosos,[]
267,123140-5,R  ALBERTO FERREIRA 1513  JARDIM IRACEMA FORTALEZA - CE CEP:60341140,CONGREGACAO CRISTA NO BRASIL,Imunidade,Templos Religiosos,"[{'address_components': [{'long_name': '1513', 'short_name': '1513', 'types': ['street_number']}, {'long_name': 'Rua Alberto Ferreira', 'short_name': 'R. Alberto Ferreira', 'types': ['route']}, {'long_name': 'Jardim Iracema', 'short_name': 'Jardim Iracema', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Fortaleza', 'short_name': 'Fortaleza', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Ceará', 'short_name': 'CE', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Brazil', 'short_name': 'BR', 'types': ['country', 'political']}, {'long_name': '60341-140', 'short_name': '60341-140', 'types': ['postal_code']}], 'formatted_address': 'R. Alberto Ferreira, 1513 - Jardim Iracema, Fortaleza - CE, 60341-140, Brazil', 'geometry': {'location': {'lat': -3.7278585, 'lng': -38.5836629}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': -3.726509519708498, 'lng': -38.5823139197085}, 'southwest': {'lat': -3.729207480291502, 'lng': -38.5850118802915}}}, 'place_id': 'ChIJn0Kd6DNKxwcRbuB3ddrCEo0', 'plus_code': {'compound_code': '7CC8+VG Jardim Iracema, Fortaleza - CE, Brazil', 'global_code': '69837CC8+VG'}, 'types': ['street_address']}]"
268,472479-8,R DR JOAO AMORA 541  MANOEL SÁTIRO FORTALEZA - CE CEP:60713300,CONGREGACAO CRISTA NO BRASIL,Imunidade,Templos Religiosos,"[{'address_components': [{'long_name': '541', 'short_name': '541', 'types': ['street_number']}, {'long_name': 'Rua Doutor João Amora', 'short_name': 'Rua Dr. João Amora', 'types': ['route']}, {'long_name': 'Manuel Sátiro', 'short_name': 'Manuel Sátiro', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Fortaleza', 'short_name': 'Fortaleza', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Ceará', 'short_name': 'CE', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Brazil', 'short_name': 'BR', 'types': ['country', 'political']}, {'long_name': '60713-300', 'short_name': '60713-300', 'types': ['postal_code']}], 'formatted_address': 'Rua Dr. João Amora, 541 - Manuel Sátiro, Fortaleza - CE, 60713-300, Brazil', 'geometry': {'bounds': {'northeast': {'lat': -3.8000337, 'lng': -38.5792178}, 'southwest': {'lat': -3.8002862, 'lng': -38.5793085}}, 'location': {'lat': -3.8001498, 'lng': -38.5792739}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': -3.798810969708498, 'lng': -38.5779141697085}, 'southwest': {'lat': -3.801508930291502, 'lng': -38.5806121302915}}}, 'place_id': 'ChIJYXIFBtJNxwcRMyRfYo3fkWI', 'types': ['premise']}]"
269,354109-6,AV  MOZART PINHEIRO DE LUCENA 2705  QUINTINO CUNHA FORTALEZA - CE CEP:60352645,CONGREGACAO CRISTA NO BRASIL,Imunidade,Templos Religiosos,"[{'address_components': [{'long_name': '2705', 'short_name': '2705', 'types': ['street_number']}, {'long_name': 'Avenida Mozart Pinheiro de Lucena', 'short_name': 'Av. Mozart Pinheiro de Lucena', 'types': ['route']}, {'long_name': 'Vila Velha', 'short_name': 'Vila Velha', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Fortaleza', 'short_name': 'Fortaleza', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Ceará', 'short_name': 'CE', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Brazil', 'short_name': 'BR', 'types': ['country', 'political']}, {'long_name': '60352-645', 'short_name': '60352-645', 'types': ['postal_code']}], 'formatted_address': 'Av. Mozart Pinheiro de Lucena, 2705 - Vila Velha, Fortaleza - CE, 60352-645, Brazil', 'geometry': {'location': {'lat': -3.7283684, 'lng': -38.5983858}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': -3.727019419708498, 'lng': -38.59703681970849}, 'southwest': {'lat': -3.729717380291502, 'lng': -38.59973478029149}}}, 'place_id': 'ChIJQ_wpqU1KxwcRWhOX7N6QHh8', 'plus_code': {'compound_code': '7CC2+MJ Vila Velha, Fortaleza - State of Ceará, Brazil', 'global_code': '69837CC2+MJ'}, 'types': ['street_address']}]"
270,309530-4,R  ANTONIO IVO 1440  JOÃO XXIII FORTALEZA - CE CEP:60525280,CONGREGACAO CRISTA NO BRASIL,Imunidade,Templos Religiosos,"[{'address_components': [{'long_name': '1440', 'short_name': '1440', 'types': ['street_number']}, {'long_name': 'Rua Antônio Ivo', 'short_name': 'R. Antônio Ivo', 'types': ['route']}, {'long_name': 'João XXIII', 'short_name': 'João XXIII', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Fortaleza', 'short_name': 'Fortaleza', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Ceará', 'short_name': 'CE', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Brazil', 'short_name': 'BR', 'types': ['country', 'political']}, {'long_name': '60534-820', 'short_name': '60534-820', 'types': ['postal_code']}], 'formatted_address': 'R. Antônio Ivo, 1440 - João XXIII, Fortaleza - CE, 60534-820, Brazil', 'geometry': {'location': {'lat': -3.768689, 'lng': -38.58567499999999}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': -3.767340019708497, 'lng': -38.5843260197085}, 'southwest': {'lat': -3.770037980291502, 'lng': -38.58702398029149}}}, 'place_id': 'ChIJXZV6EQxMxwcRhBcml059VD0', 'plus_code': {'compound_code': '6CJ7+GP João XXIII, Fortaleza - CE, Brazil', 'global_code': '69836CJ7+GP'}, 'types': ['street_address']}]"
271,415150-0,R  LUIZA MIRANDA COELHO 200  ENGENHEIRO LUCIANO CAVALCANTE FORTALEZA - CE CEP:60811110,CONGREGACAO CRISTA NO BRASIL,Imunidade,Templos Religiosos,"[{'address_components': [{'long_name': '200', 'short_name': '200', 'types': ['street_number']}, {'long_name': 'Rua Luiza Miranda Coelho', 'short_name': 'Rua Luiza Miranda Coelho', 'types': ['route']}, {'long_name': 'Luciano Cavalcante', 'short_name': 'Luciano Cavalcante', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Fortaleza', 'short_name': 'Fortaleza', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Ceará', 'short_name': 'CE', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Brazil', 'short_name': 'BR', 'types': ['country', 'political']}, {'long_name': '60811-110', 'short_name': '60811-110', 'types': ['postal_code']}], 'formatted_address': 'Rua Luiza Miranda Coelho, 200 - Luciano Cavalcante, Fortaleza - CE, 60811-110, Brazil', 'geometry': {'bounds': {'northeast': {'lat': -3.7719733, 'lng': -38.4948824}, 'southwest': {'lat': -3.7720579, 'lng': -38.4949713}}, 'location': {'lat': -3.7720156, 'lng': -38.4949269}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': -3.770666619708498, 'lng': -38.4935778697085}, 'southwest': {'lat': -3.773364580291502, 'lng': -38.49627583029149}}}, 'place_id': 'ChIJB1jrD1JPxwcRBcqKHw0gPhw', 'types': ['premise']}]"
272,294505-3,R DR JOAO AMORA 647  MANOEL SÁTIRO FORTALEZA - CE CEP:60713300,CONGREGACAO CRISTA NO BRASIL,Imunidade,Templos Religiosos,"[{'address_components': [{'long_name': '647', 'short_name': '647', 'types': ['street_number']}, {'long_name': 'Rua Doutor João Amora', 'short_name': 'Rua Dr. João Amora', 'types': ['route']}, {'long_name': 'Manuel Sátiro', 'short_name': 'Manuel Sátiro', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Fortaleza', 'short_name': 'Fortaleza', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Ceará', 'short_name': 'CE', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Brazil', 'short_name': 'BR', 'types': ['country', 'political']}, {'long_name': '60713-300', 'short_name': '60713-300', 'types': ['postal_code']}], 'formatted_address': 'Rua Dr. João Amora, 647 - Manuel Sátiro, Fortaleza - CE, 60713-300, Brazil', 'geometry': {'location': {'lat': -3.8000353, 'lng': -38.5793762}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': -3.798686319708497, 'lng': -38.5780272197085}, 'southwest': {'lat': -3.801384280291502, 'lng': -38.5807251802915}}}, 'place_id': 'ChIJ9XwHCdJNxwcREMYqLyTlDcI', 'plus_code': {'compound_code': '5CXC+X6 Manuel Sátiro, Fortaleza - State of Ceará, Brazil', 'global_code': '69835CXC+X6'}, 'types': ['street_address']}]"
273,914158-8,R  RIBEIRAO NOVO 137  BARRA DO CEARÁ FORTALEZA - CE CEP:60331780,CONGREGACAO CRISTA NO BRASIL,Imunidade,Templos Religiosos,"[{'address_components': [{'long_name': '137', 'short_name': '137', 'types': ['street_number']}, {'long_name': 'Rua Ribeirão Novo', 'short_name': 'R. Ribeirão Novo', 'types': ['route']}, {'long_name': 'Barra do Ceará', 'short_name': 'Barra do Ceará', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Fortaleza', 'short_name': 'Fortaleza', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Ceará', 'short_name': 'CE', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Brazil', 'short_name': 'BR', 'types': ['country', 'political']}, {'long_name': '60331-780', 'short_name': '60331-780', 'types': ['postal_code']}], 'formatted_address': 'R. Ribeirão Novo, 137 - Barra do Ceará, Fortaleza - CE, 60331-780, Brazil', 'geometry': {'location': {'lat': -3.706716, 'lng': -38.5773401}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': -3.705367019708497, 'lng': -38.5759911197085}, 'southwest': {'lat': -3.708064980291502, 'lng': -38.5786890802915}}}, 'place_id': 'ChIJH_JMLwVKxwcR3cxcc6ETE5Y', 'plus_code': {'compound_code': '7CVF+83 Barra do Ceará, Fortaleza - State of Ceará, Brazil', 'global_code': '69837CVF+83'}, 'types': ['street_address']}]"
274,188785-8,R  NOEL ROSA 1801  JOÃO XXIII FORTALEZA - CE CEP:60525310,CONGREGACAO CRISTA NO BRASIL,Imunidade,Templos Religiosos,"[{'address_components': [{'long_name': '1801', 'short_name': '1801', 'types': ['street_number']}, {'long_name': 'Rua Noel Rosa', 'short_name': 'R. Noel Rosa', 'types': ['route']}, {'long_name': 'João XXIII', 'short_name': 'João XXIII', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Fortaleza', 'short_name': 'Fortaleza', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Ceará', 'short_name': 'CE', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Brazil', 'short_name': 'BR', 'types': ['country', 'political']}, {'long_name': '60525', 'short_name': '60525', 'types': ['postal_code', 'postal_code_prefix']}], 'formatted_address': 'R. Noel Rosa, 1801 - João XXIII, Fortaleza - CE, 60525, Brazil', 'geometry': {'bounds': {'northeast': {'lat': -3.7682683, 'lng': -38.5860524}, 'southwest': {'lat': -3.7684538, 'lng': -38.5862889}}, 'location': {'lat': -3.768361, 'lng': -38.5861707}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': -3.767012069708497, 'lng': -38.5848216697085}, 'southwest': {'lat': -3.769710030291502, 'lng': -38.5875196302915}}}, 'place_id': 'ChIJA3JBbQxMxwcRznQbZUh3n5M', 'types': ['premise']}]"
275,281966-0,R  TRAJANO DE MORAIS 1010  PASSARÉ FORTALEZA - CE CEP:60861710,CONGREGACAO CRISTA NO BRASIL,Imunidade,Templos Religiosos,"[{'address_components': [{'long_name': '1010', 'short_name': '1010', 'types': ['street_number']}, {'long_name': 'Rua Trajano de Morais', 'short_name': 'Rua Trajano de Morais', 'types': ['route']}, {'long_name': 'Passaré', 'short_name': 'Passaré', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Fortaleza', 'short_name': 'Fortaleza', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Ceará', 'short_name': 'CE', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Brazil', 'short_name': 'BR', 'types': ['country', 'political']}, {'long_name': '60861-710', 'short_name': '60861-710', 'types': ['postal_code']}], 'formatted_address': 'Rua Trajano de Morais, 1010 - Passaré, Fortaleza - CE, 60861-710, Brazil', 'geometry': {'location': {'lat': -3.8177923, 'lng': -38.5257001}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': -3.816443319708498, 'lng': -38.5243511197085}, 'southwest': {'lat': -3.819141280291503, 'lng': -38.5270490802915}}}, 'place_id': 'ChIJjYLyH8tPxwcRRBb9lMeKoQE', 'plus_code': {'compound_code': '5FJF+VP Passaré, Fortaleza - State of Ceará, Brazil', 'global_code': '69835FJF+VP'}, 'types': ['street_address']}]"
276,271621-6,AV TEN JOSE NEWTON 513  MESSEJANA FORTALEZA - CE CEP:60841250,CONGREGACAO CRISTA NO BRASIL,Imunidade,Templos Religiosos,"[{'address_components': [{'long_name': '513', 'short_name': '513', 'types': ['street_number']}, {'long_name': 'Avenida Tenente José Newton', 'short_name': 'Av. Tenente José Newton', 'types': ['route']}, {'long_name': 'Messejana', 'short_name': 'Messejana', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Fortaleza', 'short_name': 'Fortaleza', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Ceará', 'short_name': 'CE', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Brazil', 'short_name': 'BR', 'types': ['country', 'political']}, {'long_name': '60841-250', 'short_name': '60841-250', 'types': ['postal_code']}], 'formatted_address': 'Av. Tenente José Newton, 513 - Messejana, Fortaleza - CE, 60841-250, Brazil', 'geometry': {'location': {'lat': -3.8270294, 'lng': -38.4918415}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': -3.825680419708497, 'lng': -38.4904925197085}, 'southwest': {'lat': -3.828378380291502, 'lng': -38.4931904802915}}}, 'place_id': 'ChIJW-CZRvpPxwcRj7VI_lobVKE', 'plus_code': {'compound_code': '5GF5+57 Messejana, Fortaleza - State of Ceará, Brazil', 'global_code': '69835GF5+57'}, 'types': ['street_address']}]"
277,296920-3,R TEN MATIAS PEIXOTO 120  PREFEITO JOSÉ WALTER FORTALEZA - CE CEP:60760090,CONGREGACAO CRISTA NO BRASIL,Imunidade,Templos Religiosos,"[{'address_components': [{'long_name': '120', 'short_name': '120', 'types': ['street_number']}, {'long_name': 'Rua Tenente Matias Peixoto', 'short_name': 'Rua Tenente Matias Peixoto', 'types': ['route']}, {'long_name': 'Prefeito José Walter', 'short_name': 'Pref. José Walter', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Fortaleza', 'short_name': 'Fortaleza', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Ceará', 'short_name': 'CE', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Brazil', 'short_name': 'BR', 'types': ['country', 'political']}, {'long_name': '60760-090', 'short_name': '60760-090', 'types': ['postal_code']}], 'formatted_address': 'Rua Tenente Matias Peixoto, 120 - Pref. José Walter, Fortaleza - CE, 60760-090, Brazil', 'geometry': {'bounds': {'northeast': {'lat': -3.836072, 'lng': -38.5622729}, 'southwest': {'lat': -3.8362851, 'lng': -38.5624164}}, 'location': {'lat': -3.8361938, 'lng': -38.5623358}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': -3.834829569708498, 'lng': -38.5609956697085}, 'southwest': {'lat': -3.837527530291502, 'lng': -38.5636936302915}}}, 'place_id': 'ChIJoaPaSvpRxwcRuXVivGwqZyM', 'types': ['premise']}]"
278,211998-6,R  EDSON MARTINS 910  GRANJA LISBOA FORTALEZA - CE CEP:60543454,CONGREGACAO CRISTA NO BRASIL,Imunidade,Templos Religiosos,"[{'address_components': [{'long_name': '910', 'short_name': '910', 'types': ['street_number']}, {'long_name': 'Rua Edson Martins', 'short_name': 'Rua Edson Martins', 'types': ['route']}, {'long_name': 'Bom Jardim', 'short_name': 'Bom Jardim', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Fortaleza', 'short_name': 'Fortaleza', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Ceará', 'short_name': 'CE', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Brazil', 'short_name': 'BR', 'types': ['country', 'political']}, {'long_name': '60543-454', 'short_name': '60543-454', 'types': ['postal_code']}], 'formatted_address': 'Rua Edson Martins, 910 - Bom Jardim, Fortaleza - CE, 60543-454, Brazil', 'geometry': {'location': {'lat': -3.7900913, 'lng': -38.5999612}, 'location_type': 'RANGE_INTERPOLATED', 'viewport': {'northeast': {'lat': -3.788742319708498, 'lng': -38.5986122197085}, 'southwest': {'lat': -3.791440280291502, 'lng': -38.6013101802915}}}, 'place_id': 'EkZSdWEgRWRzb24gTWFydGlucywgOTEwIC0gQm9tIEphcmRpbSwgRm9ydGFsZXphIC0gQ0UsIDYwNTQzLTQ1NCwgQnJhemlsIhsSGQoUChIJocenJk5MxwcRqCt0AC2r1wsQjgc', 'types': ['street_address']}]"
