,inscricao,contribuinte,end,categoria,lat_gMaps,lng_gMaps,bairro_gMaps,bairro_name,bairro_GID
360,51148-0,CONSELHO METR DE FORTALEZA DA SOC S VICENTE DE PAULO,R  JOAQUIM MAGALHAES 15  JOSÉ BONIFÁCIO FORTALEZA - CE CEP:60040160,Católica Apostólica Romana,-3.737405,-38.5351244,Benfica,Benfica,7
361,43903-7,CONSELHO METR DE FORTALEZA DA SOC S VICENTE DE PAULO,AV  DOMINGOS OLIMPIO 2007  FARIAS BRITO FORTALEZA - CE CEP:60015103,Católica Apostólica Romana,-3.7334116,-38.5411739,José Bonifacio,Farias Brito,15
362,30119-1,CONSELHO PAROQUIAL NOSSA SENHORA DE FATIMA,R  MARIO MAMEDE 750  FÁTIMA FORTALEZA - CE CEP:60415000,Católica Apostólica Romana,-3.7528981,-38.5269777,Fátima,Fátima,16
363,378547-5,DIACONIA,R  PEDRO PEREIRA 460  303 CENTRO FORTALEZA - CE CEP:60035000,Católica Apostólica Romana,-3.729298,-38.5294778,Centro,Centro,10
364,378546-7,DIACONIA,R  PEDRO PEREIRA 460  302 CENTRO FORTALEZA - CE CEP:60035000,Católica Apostólica Romana,-3.729298,-38.5294778,Centro,Centro,10
365,77307-7,DIACONIA,R  PEDRO PEREIRA 460  301 CENTRO FORTALEZA - CE CEP:60035000,Católica Apostólica Romana,-3.729298,-38.5294778,Centro,Centro,10
366,254236-6,DIOCESE DE TIANGUA,R  VITORIANO BORGES 387  SERRINHA FORTALEZA - CE CEP:60741370,Católica Apostólica Romana,-3.7817209,-38.5513626,Serrinha,Serrinha,107
367,403574-7,DISTRITO DA IGREJA EVANGELICA WESLEYANA DO CEARA,R  HIL MORAES 130  EDSON QUEIROZ FORTALEZA - CE CEP:60811760,Evangélicas,-3.775467,-38.476712,Edson Queiroz,Edson Queiroz,57
368,204958-9,DISTRITO DA IGREJA EVANGELICA WESLEYANA DO CEARA,R  MARIO DE ANDRADE 1225  BELA VISTA FORTALEZA - CE CEP:60442132,Evangélicas,-3.7484521,-38.5642745,Bela Vista,Bela Vista,94
369,343464-8,DISTRITO DA IGREJA EVANGELICA WESLEYANA DO CEARA,AV ENG ALBERTO SA 80  PAPICU FORTALEZA - CE CEP:60175395,Evangélicas,-3.7331029,-38.4822203,Papicu,Papicu,27
370,493191-2,EMPREENDIMENTO EDUCACIONAL MARACANAU LTDA,R  CARNEIRO DA CUNHA 110  5-A JACARECANGA FORTALEZA - CE CEP:60010470,Sem Definição,-3.7245499,-38.5413508,Jacarecanga,Centro,10
371,45027-8,ESCOLA SAO RAFAEL 1 E 2 GRAUS,AV  DO IMPERADOR   SN FARIAS BRITO FORTALEZA - CE CEP:60015052,Católica Apostólica Romana,-3.7356638,-38.5368396,Farias Brito,Benfica,7
372,204174-0,ESPOLIO DE FRANCISCO PEREIRA DE ALMEIDA,R  MARIO DE ANDRADE   SN BELA VISTA FORTALEZA - CE CEP:60442132,Sem Definição,-3.7498125,-38.5621889,Bela Vista,Bela Vista,94
373,223614-1,ESPÓLIO DE THEODORO DE CASTRO MOURA,AV  OSCAR ARARIPE 3283  GRANJA LISBOA FORTALEZA - CE CEP:60540442,Evangélicas,-3.784948,-38.619855,Granja Lisboa,Granja Lisboa,78
374,67648-9,FEDERACAO ESPIRITA DO ESTADO DO CEARA FEEC,R PRC ISABEL 255  CENTRO FORTALEZA - CE CEP:60015060,Espírita,-3.7231784,-38.5343146,Centro,Centro,10
375,95690-2,FRANCILEIDE NASCIMENTO DE CASTRO,R  FILIPE CAMARAO 874  CRISTO REDENTOR FORTALEZA - CE CEP:60337620,Sem Definição,-3.708632,-38.5601709,Cristo Redentor,Cristo Redentor,12
376,159966-6,FRANCISCA CARNEIRO DE SOUZA,R  ISAIE BORIS 336  MONTESE FORTALEZA - CE CEP:60410160,Evangélicas,-3.7669354,-38.5483867,Montese,Montese,103
377,404730-3,FRANCISCO DE ASSIS OLIVEIRA,TV  BENEDITO SOBRINHO 20  VILA PERY FORTALEZA - CE CEP:60000000,Evangélicas,-3.783448999999999,-38.580292,Vila Peri,Vila Peri,108
378,163556-5,FRANCISCO SANDRO MARTINS,R  MATOS VASCONCELLOS 886  DAMAS FORTALEZA - CE CEP:60440018,Sem Definição,-3.753324,-38.5523,Damas,Damas,13
379,51749-6,FRATERNIDADE DA ORDEM FRANCISCANA SECULAR OFS,R BAR DE ARATANHA 499  JOSÉ BONIFÁCIO FORTALEZA - CE CEP:60050071,Católica Apostólica Romana,-3.7373565,-38.5276255,José Bonifacio,José Bonifácio,23
380,431463-8,FUNDACAO BEZERRA DE MENEZES,AV MAJ ASSIS 2333  VILA VELHA FORTALEZA - CE CEP:60345631,Espírita,-3.7205874,-38.6008474,Vila Velha,Vila Velha,39
381,508813-5,GRUPO DE RENOVACAO ESPIRITUAL ALLAN KARDEK,R  JOSE LUCAS 952  MONDUBIM FORTALEZA - CE CEP:60760305,Espírita,-3.8363465,-38.5636242,Planalto Ayrton Senna,Planalto Ayrton Senna,115
382,500526-4,GRUPO ESPIRITA AVE LUZ,R  A (CJ NOVA FORTALEZA)   Q-06 L-26 JANGURUSSU FORTALEZA - CE CEP:60868858,Espírita,-3.8352441,-38.5184192,Jangurussu,Jangurussu,61
383,500527-2,GRUPO ESPIRITA AVE LUZ,R  A (CJ NOVA FORTALEZA) 1510  JANGURUSSU FORTALEZA - CE CEP:60868858,Espírita,-3.8338093,-38.5235912,Jangurussu,Jangurussu,61
384,257382-2,GRUPO ESPIRITA BEM-VINDO A CARIDADE,R  ROSA CRUZ 1033  PARTESDOSLOTES79E81 MARAPONGA FORTALEZA - CE CEP:60711735,Espírita,-3.796853,-38.5740262,Maraponga,Maraponga,82
385,537153-8,GRUPO ESPIRITA HORIZONTES DA VIDA-GEHV,R  JOSE CAMELO 32  PARANGABA FORTALEZA - CE CEP:60740750,Espírita,-3.7791196,-38.5558546,Parangaba,Parangaba,105
386,22774-9,GRUPO ESPIRITA PAULO E ESTEVAO,TV PDE ANTONINO 451  JOAQUIM TÁVORA FORTALEZA - CE CEP:60110480,Espírita,-3.7442771,-38.520238,Joaquim Távora (Fortaleza),Joaquim Távora,22
387,262637-3,GRUPO ESPIRITA PAULO E ESTEVAO,R  LUIZA MIRANDA COELHO 743  ENGENHEIRO LUCIANO CAVALCANTE FORTALEZA - CE CEP:60811110,Espírita,-3.773943,-38.4899611,Luciano Cavalcante,Engenheiro Luciano Cavalcante,58
388,59024-0,GRUPO ESPIRITA RAIO DE SOL,AV  F (CONJ. PREF. JOSE WALTER) 421  PREFEITO JOSÉ WALTER FORTALEZA - CE CEP:60750050,Espírita,-3.8357103,-38.5577469,Prefeito José Walter,Prefeito José Walter,89
389,479068-5,I IGREJA BATISTA EM SAO CRISTOVAO,AV GOV LEONEL BRIZOLA 873  JANGURUSSU FORTALEZA - CE CEP:60866190,Evangélicas,-3.832019,-38.5254094,Jangurussu,Jangurussu,61
390,425286-1,IGREJA ASSEMBLEIA DE DEUS MINISTERIO DEUS E FIEL,R  DA CARAUBA 58  JARDIM DAS OLIVEIRAS FORTALEZA - CE CEP:60820350,Evangélicas,-3.7818061,-38.5097592,Jardim Das Oliveiras,Jardim das Oliveiras,62
391,456623-8,IGREJA ASSEMBLEIA DE DEUS MINISTERIO FILADELFIA,AV  20 DE JANEIRO 1740  BARRA DO CEARÁ FORTALEZA - CE CEP:60331200,Evangélicas,-3.7052549,-38.5817157,Barra do Ceará,Barra do Ceará,6
392,116531-3,IGREJA ASSEMBLEIA DE DEUS NOVO VIVER,AV  C (CONJ. CEARA II) 535  CONJUNTO CEARÁ I FORTALEZA - CE CEP:60533613,Evangélicas,-3.7695286,-38.6136731,Conjunto Ceará II,Conjunto Ceará II,75
395,278461-0,IGREJA AVIVAMENTO PENTECOSTAL DA BIBLIA,R  TIBURCIO PEREIRA 614  CAJAZEIRAS FORTALEZA - CE CEP:60864260,Evangélicas,-3.7991802,-38.5090911,Cajazeiras,Cajazeiras,52
396,146538-4,IGREJA BATISTA AGAPE,R  DAMIAO FERNANDES 540  AMADEU FURTADO FORTALEZA - CE CEP:60455600,Evangélicas,-3.744355,-38.560213,Amadeu Furtado,Amadeu Furtado,4
397,643635-8,IGREJA BATISTA AGAPE,R PRO LINO ENCARNACAO 960  AMADEU FURTADO FORTALEZA - CE CEP:60455515,Evangélicas,-3.7439945,-38.5602233,Amadeu Furtado,Amadeu Furtado,4
398,276020-7,IGREJA BATISTA ALVORADA,R GAL CASTELO BRANCO 97  PARQUE MANIBURA FORTALEZA - CE CEP:60733680,Evangélicas,-3.791092899999999,-38.4912998,Cidade dos Funcionários,Parque Manibura,67
399,54232-6,IGREJA BATISTA ALVORADA,AV PDE ANTONIO TOMAS 2127  ALDEOTA FORTALEZA - CE CEP:60140155,Evangélicas,-3.7420835,-38.4929811,Aldeota,Aldeota,2
400,54233-4,IGREJA BATISTA ALVORADA,AV PDE ANTONIO TOMAS 2111  ALDEOTA FORTALEZA - CE CEP:60140155,Evangélicas,-3.7420323,-38.4931398,Aldeota,Aldeota,2
401,180271-2,IGREJA BATISTA BEREIANA,R CAP VASCONCELOS 347  ALTO DA BALANÇA FORTALEZA - CE CEP:60851225,Evangélicas,-3.765209899999999,-38.5169955,Alto da Balança,Alto da Balança,93
402,460927-1,IGREJA BATISTA CENTRAL DE FORTALEZA,R  DO CRUZEIRO 401  ANCURI FORTALEZA - CE CEP:60874230,Evangélicas,-3.8683475,-38.5027304,Ancuri,Ancuri,50
403,159807-4,IGREJA BATISTA DA FE,R IR BAZET 853  MONTESE FORTALEZA - CE CEP:60420670,Evangélicas,-3.765609,-38.5501113,Montese,Montese,103
404,159829-5,IGREJA BATISTA DA FE,R  ALAN KARDEC 888  MONTESE FORTALEZA - CE CEP:60420630,Evangélicas,-3.7652135,-38.5497831,Montese,Montese,103
405,4290-0,IGREJA BATISTA DE MONTE CASTELO,R  JOSE CANDIDO 700  SÃO GERARDO FORTALEZA - CE CEP:60325490,Evangélicas,-3.7311394,-38.5515062,Monte Castelo,São Gerardo,1
406,231414-2,IGREJA BATISTA DE MONTESE,R BAR DE SOBRAL 147  MONTESE FORTALEZA - CE CEP:60420775,Evangélicas,-3.7683404,-38.5518201,Montese,Montese,103
407,182871-1,IGREJA BATISTA DE MUCURIPE,R  CORREGO DAS FLORES 73  VICENTE PINZON FORTALEZA - CE CEP:60175480,Evangélicas,-3.7253446,-38.479925,Vicente Pinzon,Vicente Pinzón,37
408,8829-3,IGREJA BATISTA DE PORANGABUCU,R PAT SAMUEL MUNGUBA 732  RODOLFO TEÓFILO FORTALEZA - CE CEP:60430375,Evangélicas,-3.7461733,-38.5478673,Rodolfo Teófilo,Rodolfo Teófilo,34
409,277471-2,IGREJA BATISTA DO CALVARIO DE FORTALEZA,R CON BRAVEZA 875  LT 08 QUA 34 CIDADE DOS FUNCIONÁRIOS FORTALEZA - CE CEP:60822815,Evangélicas,-3.798073699999999,-38.4974136,Cidade dos Funcionários,Cidade dos Funcionários,54
410,255255-8,IGREJA BATISTA DO CORDEIRO,R  BARBA ALARDO 565  SERRINHA FORTALEZA - CE CEP:60741040,Evangélicas,-3.781244999999999,-38.551083,Serrinha,Serrinha,107
411,113836-7,IGREJA BATISTA EL SHADAI,R  327 (CONJ. CEARA II) 115  CONJUNTO CEARÁ II FORTALEZA - CE CEP:60530690,Evangélicas,-3.771673299999999,-38.6131372,Conjunto Ceará II,Conjunto Ceará II,75
412,165508-6,IGREJA BATISTA EMANUEL,R  NEREU RAMOS 880  PARANGABA FORTALEZA - CE CEP:60721110,Evangélicas,-3.7836865,-38.57441439999999,Vila Peri,Parangaba,105
413,390237-4,IGREJA BATISTA ESPERANCA,R  106 (CONJ.ESPERANCA) 226  CONJUNTO ESPERANÇA FORTALEZA - CE CEP:60763550,Evangélicas,-3.8130984,-38.5906048,Conjunto Esperança,Conjunto Esperança,76
414,283547-9,IGREJA BATISTA INDEPENDENTE,R  JOSE PEDRA 1435  PARQUE DOIS IRMÃOS FORTALEZA - CE CEP:60743246,Evangélicas,-3.800404,-38.55094800000001,Parque Dois Irmãos,Parque Dois Irmãos,84
415,88465-0,IGREJA BATISTA LUZ DO MUNDO,R  A (LOTEAMENTO COLINA) 75  DE LOURDES FORTALEZA - CE CEP:60177450,Evangélicas,-3.7554052,-38.4551518,Manuel Dias Branco,Manuel Dias Branco,112
416,88466-9,IGREJA BATISTA LUZ DO MUNDO,R  A (LOTEAMENTO COLINA) 53  Q002_L014 DE LOURDES FORTALEZA - CE CEP:60177450,Evangélicas,-3.7554052,-38.4551518,Manuel Dias Branco,Manuel Dias Branco,112
417,52440-9,IGREJA BATISTA MANANCIAL,AV DES MOREIRA 2669  DIONÍSIO TORRES FORTALEZA - CE CEP:60170173,Evangélicas,-3.7491021,-38.5021967,Dionísio Torres,Dionísio Torres,14
418,99480-4,IGREJA BATISTA MARANATA DE FORTALEZA,AV  DAS GRAVIOLAS 240  CIDADE 2000 FORTALEZA - CE CEP:60190600,Evangélicas,-3.7536415,-38.4719526,Cidade 2000,Cidade 2000,111
419,40008-4,IGREJA BATISTA MEMORIAL DE FORTALEZA,R CAP MELO 3720  SÃO JOÃO DO TAUAPE FORTALEZA - CE CEP:60120095,Evangélicas,-3.7550783,-38.5134164,São João do Tauape,Tauape,35
420,262348-0,IGREJA BATISTA REGULAR FILADELFIA,R REV BOLIVAR PINTO BANDEIRA 107  ENGENHEIRO LUCIANO CAVALCANTE FORTALEZA - CE CEP:60811310,Evangélicas,-3.7711911,-38.492221,Luciano Cavalcante,Engenheiro Luciano Cavalcante,58
421,262347-1,IGREJA BATISTA REGULAR FILADELFIA,R REV BOLIVAR PINTO BANDEIRA 119  ENGENHEIRO LUCIANO CAVALCANTE FORTALEZA - CE CEP:60811310,Evangélicas,-3.7709762,-38.4920142,Luciano Cavalcante,Engenheiro Luciano Cavalcante,58
422,606889-8,IGREJA BATISTA REGULAR JORDAO,"R  OLIVEIRA LEMOS 829 LOTE 34,35,36Q2 SÃO BENTO FORTALEZA - CE CEP:60875555",Evangélicas,-3.8533164,-38.4823663,São Bento,São Bento,118
423,143867-0,IGREJA BATISTA RESTAURACAO,R  CHASTINET GUIMARAES 329  VILA ELLERY FORTALEZA - CE CEP:60320275,Evangélicas,-3.723729,-38.56541199999999,Bairro Ellery,Ellery,38
424,630868-6,IGREJA BATISTA RIO JORDAO,R  RIO JORDAO 171  JANGURUSSU FORTALEZA - CE CEP:60870730,Evangélicas,-3.8478228,-38.5048128,Jangurussu,Jangurussu,61
425,885136-0,IGREJA BETESDA DO CEARÁ,R CAP GUSTAVO 3552 SALA 01 JOAQUIM TÁVORA FORTALEZA - CE CEP:60120140,Evangélicas,-3.7524575,-38.5176727,Joaquim Távora (Fortaleza),Joaquim Távora,22
426,34024-3,IGREJA BETESDA DO CEARÁ,R CAP GUSTAVO 3552  JOAQUIM TÁVORA FORTALEZA - CE CEP:60120140,Evangélicas,-3.7524575,-38.5176727,Joaquim Távora (Fortaleza),Joaquim Távora,22
427,36686-2,IGREJA BETESDA DO CEARÁ,AV  DOS FLAMBOYANTS   Q035 L021 COCÓ FORTALEZA - CE CEP:60190570,Evangélicas,-3.7501152,-38.4754655,Não identificado,Cidade 2000,111
428,885137-9,IGREJA BETESDA DO CEARÁ,R CAP GUSTAVO 3552 SALA 02 JOAQUIM TÁVORA FORTALEZA - CE CEP:60120140,Evangélicas,-3.7524575,-38.5176727,Joaquim Távora (Fortaleza),Joaquim Távora,22
429,36687-0,IGREJA BETESDA DO CEARÁ,AV  DOS FLAMBOYANTS   L022 Q035 COCÓ FORTALEZA - CE CEP:60190570,Evangélicas,-3.7501152,-38.4754655,Não identificado,Cidade 2000,111
430,231511-4,IGREJA BETESDA DO CEARÁ,R  ROMEU MARTINS 267  MONTESE FORTALEZA - CE CEP:60420720,Evangélicas,-3.7639525,-38.5556782,Montese,Montese,103
432,709120-6,IGREJA BETESDA DO CEARÁ,R  S LOT EXPEDICIONARIOS II   Q016_L001 MONDUBIM FORTALEZA - CE CEP:60761795,Evangélicas,-3.808235799999999,-38.5574297,Mondubim,Mondubim,83
433,132257-5,IGREJA BETESDA DO CEARÁ,R  DUAS NACOES 904  GRANJA PORTUGAL FORTALEZA - CE CEP:60545242,Evangélicas,-3.7789465,-38.602655,Granja Portugal,Granja Portugal,79
434,726007-5,IGREJA BETESDA DO CEARÁ,R CAP GUSTAVO 3552  A JOAQUIM TÁVORA FORTALEZA - CE CEP:60120140,Evangélicas,-3.7524575,-38.5176727,Joaquim Távora (Fortaleza),Joaquim Távora,22
435,267241-3,IGREJA BIBLICA BATISTA DO PLANALTO,R DR JOSE MARTINS RODRIGUES 155  EDSON QUEIROZ FORTALEZA - CE CEP:60811520,Evangélicas,-3.7593156,-38.4816659,Edson Queiroz,Edson Queiroz,57
436,157596-1,IGREJA BIBLICA DO SITIO BOATAN,R  RAIMUNDO PINHEIRO BASTOS 333  QUINTINO CUNHA FORTALEZA - CE CEP:60350740,Evangélicas,-3.7302982,-38.5873519,Quintino Cunha,Olavo Oliveira,119
438,940117-2,IGREJA BIBLICA HERDEIROS DE DEUS,R  A RES JACIARA MUTIRAO 90  BARRA DO CEARÁ FORTALEZA - CE CEP:60000000,Sem Definição,-3.7117228,-38.582,Barra do Ceará,Barra do Ceará,6
439,207109-6,IGREJA BIBLICA SANTA FE,R  CANDIDO HOLANDA 65  PARANGABA FORTALEZA - CE CEP:60720360,Sem Definição,-3.7721522,-38.56993689999999,Parangaba,Parangaba,105
440,296936-0,IGREJA CONGREGACIONAL PENTECOSTAL,R  ROSA PEREIRA 30  SALA PREFEITO JOSÉ WALTER FORTALEZA - CE CEP:60760080,Evangélicas,-3.8356926,-38.5615974,Prefeito José Walter,Prefeito José Walter,89
441,250331-0,IGREJA CRISTA EVANGELICA EBENEZER,R CON DE CASTRO 3009  MANOEL SÁTIRO FORTALEZA - CE CEP:60713305,Evangélicas,-3.7951984,-38.5825339,Vila Peri,Manoel Sátiro,81
442,99861-3,IGREJA CRISTA EVANGELICA EMANUEL,AL  DAS CHANANAS 298  CIDADE 2000 FORTALEZA - CE CEP:60190300,Evangélicas,-3.750934,-38.47243,Cid Dois Mil,Cidade 2000,111
443,63815-3,IGREJA CRISTA EVANGELICA FORTALECENSE,AV MON TABOSA 575  PRAIA DE IRACEMA FORTALEZA - CE CEP:60165011,Evangélicas,-3.7237253,-38.5141837,Centro,Praia de Iracema,32
444,670486-7,IGREJA CRISTA GILEADE PARANGABA,R  GUILHERME PERDIGAO 175  PARANGABA FORTALEZA - CE CEP:60720420,Evangélicas,-3.7746982,-38.5714616,Parangaba,Parangaba,105
445,709914-2,IGREJA CRISTA GILEADE PARANGABA,R  GUILHERME PERDIGAO 231  PARANGABA FORTALEZA - CE CEP:60720420,Evangélicas,-3.7746388,-38.5716872,Parangaba,Parangaba,105
446,50051-8,IGREJA CRISTA MARANATA PRESBITERIO ESP SANTENSE,R  JOAQUIM MAGALHAES 1220  JOSÉ BONIFÁCIO FORTALEZA - CE CEP:60040125,Evangélicas,-3.7402527,-38.5274614,Benfica,José Bonifácio,23
447,415007-4,IGREJA CRISTA REI DOS REIS ICRR,AV MON CARNEIRO DA CUNHA 160  ENGENHEIRO LUCIANO CAVALCANTE FORTALEZA - CE CEP:60811290,Sem Definição,-3.7747701,-38.4951143,Luciano Cavalcante,Engenheiro Luciano Cavalcante,58
448,331208-9,IGREJA DE CRISTO NA MARAPONGA,AV  BENJAMIM BRASIL 1137  Q00A MONDUBIM FORTALEZA - CE CEP:60711442,Evangélicas,-3.805614,-38.564513,Mondubim,Mondubim,83
449,79846-0,IGREJA DE CRISTO NO CENTRO,R COM LUIS RIBEIRO   SN-2 JACARECANGA FORTALEZA - CE CEP:60326330,Sem Definição,-3.721996599999999,-38.5486655,Jacarecanga,Jacarecanga,18
450,9298-3,IGREJA DE CRISTO NO PARQUE ARAXA,R FRE MARCELINO 416  RODOLFO TEÓFILO FORTALEZA - CE CEP:60431004,Evangélicas,-3.7406669,-38.5500703,Rodolfo Teófilo,Rodolfo Teófilo,34
451,545713-0,IGREJA DE CRISTO NO PARQUE ARAXA,R COM LUIS RIBEIRO 239  JACARECANGA FORTALEZA - CE CEP:60326330,Evangélicas,-3.7220521,-38.54862019999999,Jacarecanga,Jacarecanga,18
452,9296-7,IGREJA DE CRISTO NO PARQUE ARAXA,R FRE MARCELINO 410  RODOLFO TEÓFILO FORTALEZA - CE CEP:60431004,Evangélicas,-3.7405739,-38.5500293,Rodolfo Teófilo,Rodolfo Teófilo,34
453,9297-5,IGREJA DE CRISTO NO PARQUE ARAXA,R FRE MARCELINO 410  RODOLFO TEÓFILO FORTALEZA - CE CEP:60431004,Evangélicas,-3.7405739,-38.5500293,Rodolfo Teófilo,Rodolfo Teófilo,34
454,156983-0,IGREJA DE DEUS NO BRASIL,AV  INDEPENDENCIA 2977  JARDIM IRACEMA FORTALEZA - CE CEP:60353165,Sem Definição,-3.7226885,-38.6055245,Vila Velha,Vila Velha,39
455,146802-2,IGREJA DO EVANGELHO QUADRANGULAR,R  ROTARY 303  AMADEU FURTADO FORTALEZA - CE CEP:60455490,Evangélicas,-3.7432602,-38.5612283,Amadeu Furtado,Amadeu Furtado,4
456,234130-1,IGREJA DO EVANGELHO QUADRANGULAR,R  TERESINA 276  HENRIQUE JORGE FORTALEZA - CE CEP:60521094,Evangélicas,-3.7578738,-38.5911693,Henrique Jorge,Henrique Jorge,45
457,87015-3,IGREJA DO EVANGELHO QUADRANGULAR,R NSA DAS GRACAS 421  PIRAMBÚ FORTALEZA - CE CEP:60310770,Evangélicas,-3.7107144,-38.5521255,Pirambu,Pirambu,31
458,430609-0,IGREJA DO EVANGELHO QUADRANGULAR,R  CARIUS 669  VILA VELHA FORTALEZA - CE CEP:60347075,Evangélicas,-3.7213746,-38.5950188,Jardim Guanabara,Vila Velha,39
459,38241-8,IGREJA DO EVANGELHO QUADRANGULAR,R  CRUZ ABREU 1009  SÃO JOÃO DO TAUAPE FORTALEZA - CE CEP:60130440,Evangélicas,-3.7571889,-38.5069795,São João do Tauape,Tauape,35
460,677299-4,IGREJA DO EVANGELHO QUADRANGULAR,R  GIRASSOL 385  SERRINHA FORTALEZA - CE CEP:60743465,Evangélicas,-3.7903178,-38.5373512,Serrinha,Serrinha,107
461,83191-3,IGREJA DO EVANGELHO QUADRANGULAR,R  ALVARO DE ALENCAR 810  CARLITO PAMPLONA FORTALEZA - CE CEP:60311750,Evangélicas,-3.7189251,-38.5588977,Jacarecanga,Carlito Pamplona,9
462,701690-5,IGREJA DO EVANGELHO QUADRANGULAR,R  OSCAR LEITAO 530  PAUPINA FORTALEZA - CE CEP:60872685,Evangélicas,-3.8369665,-38.48968929999999,Paupina,Paupina,68
463,227613-5,IGREJA DO EVANGELHO QUADRANGULAR,R  EUSEBIO DE QUEIROS 1521  ITAOCA FORTALEZA - CE CEP:60410224,Evangélicas,-3.772712,-38.5560392,Itaoca,Itaoca,99
464,287789-9,IGREJA DO EVANGELHO QUADRANGULAR,R  JOAQUIM FELICIO 947  MESSEJANA FORTALEZA - CE CEP:60840115,Evangélicas,-3.8306396,-38.4862773,Messejana,Messejana,65
465,198799-2,IGREJA DO EVANGELHO QUADRANGULAR,R  PARAIBA 895  DEMÓCRITO ROCHA FORTALEZA - CE CEP:60440130,Evangélicas,-3.7599647,-38.5671859,Demócrito Rocha,Demócrito Rocha,97
466,370755-5,IGREJA DO EVANGELHO QUADRANGULAR,R  DALVA DE OLIVEIRA 821  Q054L-20 JANGURUSSU FORTALEZA - CE CEP:60870220,Evangélicas,-3.8461001,-38.5274203,Conjunto Palmeiras,Conjunto Palmeiras,117
467,183196-8,IGREJA DO EVANGELHO QUADRANGULAR,R SAO LUIS DO CURU 234  VICENTE PINZON FORTALEZA - CE CEP:60175560,Evangélicas,-3.724405,-38.479346,Vicente Pinzon,Vicente Pinzón,37
468,195711-2,IGREJA DO EVANGELHO QUANDRANGULAR,R  CARLOS CHAGAS 425  BONSUCESSO FORTALEZA - CE CEP:60541704,Evangélicas,-3.780597799999999,-38.5839887,Bonsucesso,Bonsucesso,73
469,4600-0,IGREJA DO EVANGELIO PLENO,PC CEL JOAO FONTES 366  MONTE CASTELO FORTALEZA - CE CEP:60326440,Evangélicas,-3.7265878,-38.5471858,Monte Castelo,Monte Castelo,25
470,343529-6,IGREJA DO EVANGELIO PLENO,R STO AMARO   Q014 L014 PICI FORTALEZA - CE CEP:60760665,Evangélicas,-3.7542173,-38.5781093,Pici,Pici,106
471,47214-0,IGREJA EM FORTALEZA,R  LAURO MAIA 1196  FÁTIMA FORTALEZA - CE CEP:60055295,Evangélicas,-3.750091799999999,-38.5224964,José Bonifacio,Fátima,16
472,47213-1,IGREJA EM FORTALEZA,R  LAURO MAIA 1140  FÁTIMA FORTALEZA - CE CEP:60055295,Evangélicas,-3.7498041,-38.5224552,José Bonifacio,Fátima,16
473,133580-4,IGREJA EM FORTALEZA,R  TAQUARI 2455  VAGO GRANJA PORTUGAL FORTALEZA - CE CEP:60541525,Evangélicas,-3.7759355,-38.6026462,Granja Portugal,Granja Portugal,79
474,605703-9,"IGREJA EVANG.ASSEMB.DEUS,MISSAO MIN.EM FORT.EST.CEARA",R  6 (CONJ. ARVOREDO) 1652  IGREJA MONDUBIM FORTALEZA - CE CEP:60752360,Evangélicas,-3.8193457,-38.5812943,Mondubim,Mondubim,83
475,333991-2,IGREJA EVANGELICA ADONAI,R CEL ABELARDO RODRIGUES 54  VILA VELHA FORTALEZA - CE CEP:60347365,Evangélicas,-3.711868,-38.5897915,Vila Velha,Vila Velha,39
476,201712-1,IGREJA EVANGELICA ASSEMB DE DEUS DE BELA VISTA,R STA CATARINA 206  PAN AMERICANO FORTALEZA - CE CEP:60440795,Evangélicas,-3.753422699999999,-38.5652632,Demócrito Rocha,Panamericano,104
477,92894-1,IGREJA EVANGELICA ASSEMB DE DEUS DE BELA VISTA,R  ALVARO DE ALENCAR 141  CARLITO PAMPLONA FORTALEZA - CE CEP:60311750,Evangélicas,-3.7124556,-38.5571673,Jacarecanga,Carlito Pamplona,9
478,45700-0,IGREJA EVANGELICA ASSEMB DE DEUS DE BELA VISTA,R GAL SAMPAIO 1572  CENTRO FORTALEZA - CE CEP:60020030,Evangélicas,-3.7322406,-38.5325444,Centro,Centro,10
479,192066-9,IGREJA EVANGELICA ASSEMB DE DEUS DE BELA VISTA,R  SILVA BAIMA 735  DOM LUSTOSA FORTALEZA - CE CEP:60526065,Evangélicas,-3.754852,-38.5844049,Dom Lustosa,Dom Lustosa,43
480,45684-5,IGREJA EVANGELICA ASSEMB DE DEUS DE BELA VISTA,R  24 DE MAIO   VAGO CENTRO FORTALEZA - CE CEP:60020000,Evangélicas,-3.7284106,-38.5324901,Centro,Centro,10
481,527863-5,IGREJA EVANGELICA ASSEMB DE DEUS DE BELA VISTA,R  02 SANTANA I 380  MONDUBIM FORTALEZA - CE CEP:60767620,Evangélicas,-3.7973809,-38.6175844,Não identificado,Granja Lisboa,78
482,267594-3,IGREJA EVANGELICA ASSEMB DE DEUS DE BELA VISTA,R  VICENTE NOBRE MACEDO 654  MESSEJANA FORTALEZA - CE CEP:60841110,Evangélicas,-3.8281356,-38.4849512,Messejana,Messejana,65
483,891012-0,IGREJA EVANGELICA ASSEMB DE DEUS DE BELA VISTA,R  BELGICA 893  MARAPONGA FORTALEZA - CE CEP:60710790,Evangélicas,-3.7894504,-38.565588,Maraponga,Maraponga,82
484,652066-9,IGREJA EVANGELICA ASSEMB DE DEUS DE BELA VISTA,AV DES GONZAGA 74  CIDADE DOS FUNCIONÁRIOS FORTALEZA - CE CEP:60823012,Evangélicas,-3.787751799999999,-38.5045442,Cidade dos Funcionários,Cidade dos Funcionários,54
